ID	Label EN	Label FR	Label FR annotation	Label ES	Label ES annotation	Change Note	CrossRef
http://id.who.int/icd/entity/1131514421	Maintaining body position	Garder la position du corps	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Mantener la posición del cuerpo	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#77792
http://id.who.int/icd/entity/1134562249	Functions of the joints and bones	Fonctions des articulations et des os	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones de las articulaciones y los huesos	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#17533
http://id.who.int/icd/entity/1164313611	Muscle functions	Fonctions musculaires	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones musculares	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#41219
http://id.who.int/icd/entity/117147127	Pain in chest	Douleur dans la poitrine	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Dolor en el pecho	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#41527
http://id.who.int/icd/entity/1174312718	Manipulation of food in the mouth	Travailler les aliments dans la bouche	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Manipulación de la comida en la boca	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#14753
http://id.who.int/icd/entity/1182439715	Cervical vertebral column	Colonne cervicale	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Columna vertebral cervical	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#99004
http://id.who.int/icd/entity/1228414013	General tasks and demands	Tâches et exigences générales	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Tareas y demandas generales	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#47635
http://id.who.int/icd/entity/1233939003	Muscles of hand	Muscles de la main	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Músculos de la mano	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#3451
http://id.who.int/icd/entity/1255154286	Hearing and vestibular functions	Fonctions de l'audition et fonctions vestibulaires	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones auditivas y vestibulares	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#24170
http://id.who.int/icd/entity/1264948861	Stability of joint functions	Fonctions relatives à la stabilité des articulations	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones relacionadas con la estabilidad de las articulaciones	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#11758
http://id.who.int/icd/entity/1266389839	Changing and maintaining body position	Changer et maintenir la position du corps	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Cambiar y mantener la posición del cuerpo	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#54638
http://id.who.int/icd/entity/1278239861	Muscles of ankle and foot	Muscles de la cheville et du pied	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Músculos del tobillo y del pie	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#23289
http://id.who.int/icd/entity/1299345975	Pain in upper limb	Douleur au membre supérieur	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Dolor en una extremidad superior	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#23587
http://id.who.int/icd/entity/1328466963	Gait pattern functions	Fonctions relatives au type de démarche	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones relacionadas con el patrón de la marcha	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#49260
http://id.who.int/icd/entity/1328675264	Eating	Manger	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Comer	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#40724
http://id.who.int/icd/entity/1334556216	Walking and moving	Marcher et se déplacer	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Andar y moverse	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#35548
http://id.who.int/icd/entity/134464731	Specific mental functions	Fonctions mentales spécifiques	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones mentales específicas	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#17028
http://id.who.int/icd/entity/1360101629	Respiratory muscle functions	Fonctions des muscles respiratoires	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones de los músculos respiratorios	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#33585
http://id.who.int/icd/entity/1363559646	Mental functions	Fonctions mentales	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones mentales	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#51531
http://id.who.int/icd/entity/1364393443	Thoracic vertebral column	Colonne thoracique	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Columna vertebral torácica	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#76265
http://id.who.int/icd/entity/1389818830	Chewing	Mastiquer	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Masticación	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#32259
http://id.who.int/icd/entity/1398348540	Looking after one's health	Prendre soin de sa santé	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Cuidado de la propia salud	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#80977
http://id.who.int/icd/entity/1399000785	Contraction force of ventricular muscles	Force de contraction des muscles ventriculaires	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Fuerza de contracción de los músculos ventriculares	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#62553
http://id.who.int/icd/entity/1401748164	Hip joint	Articulation de la hanche	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Articulación de la cadera	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#23251
http://id.who.int/icd/entity/1405368356	Sensations related to muscles and movement functions	Sensations relatives aux fonctions des muscles et aux fonctions motrices.	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Sensaciones relacionadas con los músculos y las funciones del movimiento	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#5101
http://id.who.int/icd/entity/1419635799	Structures of the nervous system	Structures du système nerveux	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Capítulo 1 estructuras del sistema nervioso	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#97309
http://id.who.int/icd/entity/142318995	Structure of hand	Structure de la main	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Estructura de la mano	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#70070
http://id.who.int/icd/entity/1426641453	Melody of speech	Mélodie de la parole	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Melodía del habla	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#50484
http://id.who.int/icd/entity/1434015402	Stretch motor reflex	Réflexe moteur d'étirement	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Reflejo de extensión motora	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#39307
http://id.who.int/icd/entity/1436113794	Community, social and civic life	Vie communautaire, sociale et civique	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Vida comunitaria, social y cívica	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#3130
http://id.who.int/icd/entity/1438965984	Additional musculoskeletal structures related to movement	Structures supplémentaires de l'appareil locomoteur liées au mouvement	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Estructuras musculoesqueléticas adicionales relacionadas con el movimiento	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#55321
http://id.who.int/icd/entity/1452836727	Household tasks	Tâches domestiques	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Tareas del hogar	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#11323
http://id.who.int/icd/entity/1462755743	Standing	Se mettre debout	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Ponerse de pie	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#818
http://id.who.int/icd/entity/1470583183	Functions of breathing through the mouth	Fonctions liées à la respiration par la bouche	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones de la respiración a través de la boca	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#4049
http://id.who.int/icd/entity/1474003417	Maintaining head position	Maintenir la position de la tête	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Mantener la posición de la cabeza	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#74539
http://id.who.int/icd/entity/150502901	Changing basic body position	Changer la position corporelle de base	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Cambiar las posturas corporales básicas	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#82751
http://id.who.int/icd/entity/151046878	Speaking	Parler	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Hablar	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#44403
http://id.who.int/icd/entity/1515853559	Pain in lower limb	Douleur au membre inférieur	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Dolor en una extremidad inferior	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#81894
http://id.who.int/icd/entity/1521707777	Endurance of muscle groups	Endurance des groupes de muscles	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Resistencia de grupos de músculos	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#5731
http://id.who.int/icd/entity/1525383756	Intellectual functions	Fonctions intellectuelles	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones intelectuales	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#13932
http://id.who.int/icd/entity/1528299701	Ligaments and fasciae of ankle and foot	Ligaments et fascia de la cheville et du pied	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Ligamentos y fascias del tobillo y del pie	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#76128
http://id.who.int/icd/entity/1535125568	Domestic life	Vie domestique	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Vida doméstica	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#99403
http://id.who.int/icd/entity/1550548595	Walking	Marcher	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Andar	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#68663
http://id.who.int/icd/entity/1571232890	Intercostal muscles	Muscles intercostaux	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Músculos intercostales	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#75024
http://id.who.int/icd/entity/1580195090	Digestive functions	Fonctions digestives	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Funciones relacionadas con la digestión	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#19042
http://id.who.int/icd/entity/1607952955	Vestibular functions	Fonctions vestibulaires	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/fr > Info > Fichier du tableur	Función vestibular	[PROMOT note] Source for official translation: https://icd.who.int/browse/2026-01/icf/es > Información > Archivo de hoja de cálculo	[PROMOT note] The PROMOT ontology added a crossref to the LIRMM version of the ICF (CIF-ASIP 2020). It also added the official French and Spanish translation for labels.	https://data.esante.gouv.fr/terminologies/icf#63033
